Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
33,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,23,1999,12.9,3,0,0,27,27,1,9,5,14,,,0,bundesliga,2023-2024
34,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,29,1994,18.2,3,0,0,24,21,7,35,13,10,,,0,bundesliga,2023-2024
35,Adrian Beck,de GER,MF,Heidenheim,26,1997,10.8,1,0,0,14,10,2,6,4,13,,,0,bundesliga,2023-2024
36,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,28,1995,7.2,0,0,0,6,5,4,58,0,3,,,0,bundesliga,2023-2024
37,Chris Bedia,ci CIV,FW,Union Berlin,27,1996,1.6,0,0,0,7,2,0,0,0,1,,,0,bundesliga,2023-2024
38,Donny van de Beek,nl NED,"MF,FW",Eintracht Frankfurt,26,1997,4.0,1,0,0,7,1,5,7,3,3,,,0,bundesliga,2023-2024
39,Kevin Behrens,de GER,FW,Wolfsburg,32,1991,6.8,1,0,0,8,5,4,4,3,1,,,0,bundesliga,2023-2024
40,Kevin Behrens,de GER,FW,Union Berlin,32,1991,14.0,3,0,0,22,20,8,6,5,10,,,0,bundesliga,2023-2024
41,Maximilian Beier,de GER,"FW,MF",Hoffenheim,20,2002,26.9,0,0,0,21,32,13,38,10,12,,,0,bundesliga,2023-2024
42,Stefan Bell,de GER,DF,Mainz 05,31,1991,7.4,3,0,0,10,8,1,1,6,8,,,0,bundesliga,2023-2024
43,Ramy Bensebaini,dz ALG,DF,Dortmund,28,1995,11.5,4,1,1,15,29,0,21,16,21,,,1,bundesliga,2023-2024
44,Mergim Berisha,de GER,FW,Hoffenheim,25,1998,1.6,0,0,0,5,2,1,2,0,0,,,0,bundesliga,2023-2024
45,Mergim Berisha,de GER,FW,Augsburg,25,1998,1.4,0,0,0,0,3,1,1,0,0,,,0,bundesliga,2023-2024
46,Bernardo,br BRA,DF,Bochum,28,1995,32.5,9,0,0,53,28,1,30,50,61,,,0,bundesliga,2023-2024
47,Matúš Bero,sk SVK,"MF,FW",Bochum,27,1995,18.5,6,0,0,39,20,5,15,12,23,,,0,bundesliga,2023-2024
48,Jan-Niklas Beste,de GER,MF,Heidenheim,24,1999,28.9,4,0,0,28,51,4,279,17,50,,,0,bundesliga,2023-2024
49,Pep Biel,es ESP,"FW,MF",Augsburg,26,1996,3.2,1,0,0,8,0,0,12,2,3,,,0,bundesliga,2023-2024
50,Tom Bischof,de GER,MF,Hoffenheim,18,2005,2.0,0,0,0,1,1,2,11,1,3,,,0,bundesliga,2023-2024
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,29,1993,17.5,9,0,0,34,31,2,41,12,17,,,0,bundesliga,2023-2024
52,Hendry Blank,de GER,DF,Dortmund,18,2004,0.5,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2023-2024
53,Janis Blaswich,de GER,GK,RB Leipzig,32,1991,21.0,0,0,0,0,2,0,0,0,1,,,0,bundesliga,2023-2024
54,Sacha Boey,fr FRA,MF,Bayern Munich,22,2000,1.2,1,0,0,6,3,0,0,1,0,,,0,bundesliga,2023-2024
55,Victor Boniface,ng NGA,FW,Leverkusen,22,2000,17.2,2,0,0,16,17,18,3,0,3,,,0,bundesliga,2023-2024
56,Leonardo Bonucci,it ITA,DF,Union Berlin,36,1987,5.1,0,0,0,2,1,0,6,9,4,,,0,bundesliga,2023-2024
57,Yvandro Borges Sanches,lu LUX,MF,Gladbach,19,2004,0.2,0,0,0,2,2,0,3,0,0,,,0,bundesliga,2023-2024
58,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,24,1999,15.9,5,0,0,27,5,1,1,18,12,,,2,bundesliga,2023-2024
59,Rafael Borré,co COL,FW,Werder Bremen,27,1995,11.0,0,0,0,17,8,14,12,2,9,,,0,bundesliga,2023-2024
60,Julian Brandt,de GER,MF,Dortmund,27,1996,24.7,2,0,0,8,15,5,165,8,15,,,0,bundesliga,2023-2024
61,Fabian Bredlow,de GER,GK,Stuttgart,28,1995,4.0,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2023-2024
62,Tim Breithaupt,de GER,MF,Augsburg,21,2002,7.0,3,0,0,12,4,0,2,8,12,,,0,bundesliga,2023-2024
63,Maximilian Breunig,de GER,FW,Freiburg,22,2000,0.1,0,0,0,1,0,0,0,0,0,,,0,bundesliga,2023-2024
64,Bennit Bröger,de GER,MF,Wolfsburg,17,2006,0.1,0,0,0,1,2,0,0,0,0,,,0,bundesliga,2023-2024
65,John Brooks,us USA,DF,Hoffenheim,30,1993,17.1,6,1,0,16,13,1,3,26,16,,,0,bundesliga,2023-2024
66,Moritz Broschinski,de GER,"FW,MF",Bochum,22,2000,13.9,4,0,0,31,13,11,12,0,7,,,0,bundesliga,2023-2024
67,Alexander Brunst,de GER,GK,Darmstadt 98,28,1995,3.0,2,0,0,0,2,0,0,0,0,,,0,bundesliga,2023-2024
68,Marius Bülter,de GER,MF,Hoffenheim,30,1993,15.0,3,1,1,13,17,4,74,11,11,,,0,bundesliga,2023-2024
69,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,23,2000,17.1,2,0,0,19,36,3,33,2,9,,,0,bundesliga,2023-2024
70,Oliver Burke,sct SCO,"FW,MF",Werder Bremen,26,1997,0.4,0,0,0,0,0,0,2,0,0,,,0,bundesliga,2023-2024
71,Marnon Busch,de GER,DF,Heidenheim,28,1994,6.6,1,0,0,9,4,0,26,10,9,,,0,bundesliga,2023-2024
72,Aurélio Buta,pt POR,"MF,DF",Eintracht Frankfurt,26,1997,19.4,5,0,0,23,24,1,45,14,26,,,0,bundesliga,2023-2024
73,Anthony Caci,fr FRA,"MF,DF",Mainz 05,26,1997,27.6,8,0,0,34,15,0,74,28,23,,,0,bundesliga,2023-2024
74,Emre Can,de GER,MF,Dortmund,29,1994,21.7,5,0,0,27,23,0,2,20,46,,,0,bundesliga,2023-2024
75,Irvin Cardona,mt MLT,"FW,MF",Augsburg,25,1997,0.6,1,0,0,1,0,0,5,0,1,,,0,bundesliga,2023-2024
76,Rasmus Carstensen,dk DEN,"DF,MF",Köln,22,2000,18.4,2,1,1,22,13,3,56,19,25,,,0,bundesliga,2023-2024
77,Fabio Carvalho,pt POR,MF,RB Leipzig,20,2002,1.8,0,0,0,0,3,0,6,0,1,,,0,bundesliga,2023-2024
78,Koen Casteels,be BEL,GK,Wolfsburg,31,1992,25.0,2,0,0,1,3,0,0,0,0,,,0,bundesliga,2023-2024
79,Václav Černý,cz CZE,"MF,FW",Wolfsburg,25,1997,10.2,2,0,0,9,0,4,33,7,4,,,0,bundesliga,2023-2024
80,Julian Chabot,de GER,DF,Köln,25,1998,30.0,9,1,1,27,42,4,4,45,41,,,0,bundesliga,2023-2024
81,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,18,2005,0.4,0,0,0,0,0,0,2,1,0,,,0,bundesliga,2023-2024
82,Fares Chaïbi,dz ALG,"MF,FW",Eintracht Frankfurt,20,2002,21.2,2,0,0,15,11,9,174,5,17,,,0,bundesliga,2023-2024
83,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,33,1990,0.2,0,0,0,0,0,0,4,0,0,,,0,bundesliga,2023-2024
84,Fabio Chiarodia,it ITA,DF,Gladbach,18,2005,1.7,0,0,0,1,0,0,1,3,5,,,0,bundesliga,2023-2024
85,Jacob Christensen,dk DEN,MF,Köln,22,2001,2.4,1,0,0,4,0,0,5,4,6,,,0,bundesliga,2023-2024
86,Nnamdi Collins,de GER,DF,Eintracht Frankfurt,19,2004,1.0,0,0,0,0,1,0,2,2,0,,,0,bundesliga,2023-2024
87,Kingsley Coman,fr FRA,MF,Bayern Munich,27,1996,12.4,1,0,0,6,19,1,60,2,7,,,0,bundesliga,2023-2024
88,Bambasé Conté,de GER,MF,Hoffenheim,20,2003,0.5,0,0,0,3,6,0,2,0,3,,,0,bundesliga,2023-2024
89,Danny da Costa,de GER,"MF,DF",Mainz 05,30,1993,9.2,1,0,0,7,4,0,40,16,10,,,0,bundesliga,2023-2024
90,Nicolas Cozza,fr FRA,DF,Wolfsburg,24,1999,3.1,1,0,0,1,0,0,4,3,6,,,0,bundesliga,2023-2024
91,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,22,2000,10.0,4,0,0,9,13,4,4,2,3,,,0,bundesliga,2023-2024
92,Finn Dahmen,de GER,GK,Augsburg,25,1998,31.0,4,0,0,2,4,0,0,0,0,,,1,bundesliga,2023-2024
93,Mahmoud Dahoud,de GER,MF,Stuttgart,27,1996,2.5,0,0,0,0,2,0,6,0,1,,,0,bundesliga,2023-2024
94,Lukas Daschner,de GER,"FW,MF",Bochum,24,1998,6.0,2,0,0,4,9,0,20,2,5,,,0,bundesliga,2023-2024
95,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,20,2002,7.6,0,0,0,8,12,4,11,0,7,,,0,bundesliga,2023-2024
96,Alphonso Davies,ca CAN,DF,Bayern Munich,22,2000,22.9,0,0,0,16,20,0,31,25,24,,,0,bundesliga,2023-2024
97,Olivier Deman,be BEL,MF,Werder Bremen,23,2000,15.2,5,0,0,27,13,0,45,13,14,,,1,bundesliga,2023-2024
98,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,25,1998,31.9,7,0,0,60,35,16,10,11,14,,,0,bundesliga,2023-2024
99,Sepp van den Berg,nl NED,DF,Mainz 05,21,2001,31.5,9,0,0,33,17,0,2,40,24,,,1,bundesliga,2023-2024
100,Samuele Di Benedetto,de GER,MF,Stuttgart,18,2005,0.1,0,0,0,0,2,0,0,1,0,,,0,bundesliga,2023-2024
101,Justin Diehl,de GER,MF,Köln,18,2004,1.9,0,0,0,2,4,0,18,0,0,,,0,bundesliga,2023-2024
102,Eric Dier,eng ENG,DF,Bayern Munich,29,1994,13.0,1,0,0,12,9,1,7,9,8,,,0,bundesliga,2023-2024
103,Florian Dietz,de GER,FW,Köln,24,1998,0.8,0,0,0,1,0,0,0,0,0,,,0,bundesliga,2023-2024
104,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,22,2000,21.7,5,0,0,49,15,3,22,10,26,,,0,bundesliga,2023-2024
105,Eren Dinkçi,de GER,MF,Heidenheim,21,2001,29.4,8,0,0,28,22,2,78,12,18,,,0,bundesliga,2023-2024
106,Ritsu Doan,jp JPN,MF,Freiburg,25,1998,25.0,2,0,0,26,35,2,61,8,25,,,0,bundesliga,2023-2024
107,Danilho Doekhi,nl NED,DF,Union Berlin,25,1998,24.0,2,0,0,13,20,0,3,37,25,,,0,bundesliga,2023-2024
108,Niklas Dorsch,de GER,MF,Augsburg,25,1998,15.4,5,0,0,19,27,0,3,16,24,,,0,bundesliga,2023-2024
109,Nikola Dovedan,at AUT,MF,Heidenheim,29,1994,7.3,0,1,0,10,24,0,8,1,9,,,0,bundesliga,2023-2024
110,Damion Downs,us USA,FW,Köln,19,2004,2.0,0,0,0,1,0,0,1,0,1,,,0,bundesliga,2023-2024
111,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,21,2002,6.5,2,0,0,9,7,6,3,1,0,,,0,bundesliga,2023-2024
112,Tim Drexler,de GER,DF,Hoffenheim,18,2005,6.4,1,0,0,4,5,0,0,9,9,,,0,bundesliga,2023-2024
113,Marvin Ducksch,de GER,FW,Werder Bremen,29,1994,30.0,9,0,0,6,19,18,157,5,4,,,0,bundesliga,2023-2024
114,Julien Duranville,be BEL,FW,Dortmund,17,2006,0.1,0,0,0,3,0,0,0,0,0,,,0,bundesliga,2023-2024
115,Maximilian Eggestein,de GER,MF,Freiburg,26,1996,32.4,6,0,0,32,23,2,9,29,22,,,0,bundesliga,2023-2024
116,Lilian Egloff,de GER,MF,Stuttgart,20,2002,1.2,1,0,0,2,2,0,0,1,1,,,0,bundesliga,2023-2024
117,Hugo Ekitike,fr FRA,FW,Eintracht Frankfurt,21,2002,8.0,3,0,0,12,12,6,10,2,7,,,0,bundesliga,2023-2024
118,Elif Elmas,mk MKD,MF,RB Leipzig,23,1999,3.0,0,0,0,4,4,0,0,1,6,,,0,bundesliga,2023-2024
119,Nico Elvedi,ch SUI,DF,Gladbach,26,1996,27.6,5,0,0,13,17,1,2,41,21,,,0,bundesliga,2023-2024
120,Arne Engels,be BEL,"MF,DF",Augsburg,19,2003,15.6,1,1,0,24,15,1,82,14,21,,,0,bundesliga,2023-2024
121,Ohis Felix Uduokhai,de GER,DF,Augsburg,25,1997,32.5,5,1,1,28,23,0,3,44,18,,,1,bundesliga,2023-2024
122,Edimilson Fernandes,ch SUI,DF,Mainz 05,27,1996,14.3,4,0,0,10,8,2,52,24,15,,,0,bundesliga,2023-2024
123,Nacho Ferri,es ESP,FW,Eintracht Frankfurt,18,2004,0.8,0,0,0,2,2,0,0,0,3,,,0,bundesliga,2023-2024
124,Max Finkgräfe,de GER,DF,Köln,19,2004,19.5,4,0,0,19,21,0,61,23,42,,,0,bundesliga,2023-2024
125,Kilian Fischer,de GER,"MF,DF",Wolfsburg,22,2000,3.2,1,0,0,4,3,0,11,1,5,,,0,bundesliga,2023-2024
126,Jonas Föhrenbach,de GER,DF,Heidenheim,27,1996,31.0,2,0,0,15,16,2,72,32,24,,,1,bundesliga,2023-2024
127,Emil Forsberg,se SWE,MF,RB Leipzig,31,1991,5.2,0,0,0,4,9,0,8,0,3,,,0,bundesliga,2023-2024
128,Philipp Förster,de GER,MF,Bochum,28,1995,4.3,1,0,0,6,9,0,28,7,5,,,0,bundesliga,2023-2024
129,Bartol Franjić,hr CRO,MF,Darmstadt 98,23,2000,13.7,5,0,0,20,2,0,4,30,10,,,0,bundesliga,2023-2024
130,Marco Friedl,at AUT,DF,Werder Bremen,25,1998,24.4,6,0,0,31,17,1,3,33,33,,,0,bundesliga,2023-2024
131,Marvin Friedrich,de GER,DF,Gladbach,27,1995,17.4,1,0,0,10,10,0,2,19,15,,,0,bundesliga,2023-2024
132,Jeremie Frimpong,nl NED,MF,Leverkusen,22,2000,25.0,6,0,0,21,34,12,93,7,18,,,0,bundesliga,2023-2024
133,Chris Führich,de GER,MF,Stuttgart,25,1998,28.5,2,0,0,6,10,3,100,5,20,,,0,bundesliga,2023-2024
134,Shiō Fukuda,jp JPN,FW,Gladbach,19,2004,0.4,0,0,0,1,0,0,0,1,0,,,0,bundesliga,2023-2024
135,Niclas Füllkrug,de GER,FW,Werder Bremen,30,1993,2.0,0,0,0,2,7,3,0,0,1,,,0,bundesliga,2023-2024
136,Niclas Füllkrug,de GER,FW,Dortmund,30,1993,24.6,1,0,0,26,37,11,5,2,1,,,0,bundesliga,2023-2024
137,Cristian Gamboa,cr CRC,"DF,MF",Bochum,33,1989,13.2,6,0,0,14,6,0,24,16,16,,,0,bundesliga,2023-2024
138,Dennis Geiger,de GER,MF,Hoffenheim,25,1998,0.7,1,0,0,2,0,0,0,0,0,,,0,bundesliga,2023-2024
139,Yannick Gerhardt,de GER,MF,Wolfsburg,29,1994,18.1,5,0,0,18,16,2,27,8,21,,,0,bundesliga,2023-2024
140,Anwar El Ghazi,nl NED,"FW,MF",Mainz 05,28,1995,0.6,0,0,0,1,0,0,1,0,0,,,0,bundesliga,2023-2024
141,Benedikt Gimber,de GER,DF,Heidenheim,26,1997,22.5,9,0,0,40,27,0,3,15,23,,,1,bundesliga,2023-2024
142,Matthias Ginter,de GER,DF,Freiburg,29,1994,21.3,3,0,0,8,15,0,16,17,16,,,1,bundesliga,2023-2024
143,Jamie Gittens,eng ENG,"MF,FW",Dortmund,18,2004,11.8,1,0,0,12,25,0,14,4,9,,,0,bundesliga,2023-2024
144,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,33,1989,15.1,7,1,0,23,11,0,7,18,21,,,0,bundesliga,2023-2024
145,Serge Gnabry,de GER,MF,Bayern Munich,28,1995,4.8,0,0,0,6,2,1,10,3,5,,,0,bundesliga,2023-2024
146,Leon Goretzka,de GER,MF,Bayern Munich,28,1995,24.9,3,0,0,23,14,2,10,30,21,,,0,bundesliga,2023-2024
147,Robin Gosens,de GER,"MF,DF",Union Berlin,29,1994,25.4,9,1,1,29,24,17,63,34,44,,,0,bundesliga,2023-2024
148,Mario Götze,de GER,MF,Eintracht Frankfurt,31,1992,23.0,5,1,1,14,35,1,54,15,35,,,0,bundesliga,2023-2024
149,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32,1991,28.8,7,0,0,26,9,4,16,34,24,,,0,bundesliga,2023-2024
150,Jens Grahl,de GER,GK,Eintracht Frankfurt,34,1988,2.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2023-2024
151,Ryan Gravenberch,nl NED,MF,Bayern Munich,21,2002,0.1,1,0,0,1,0,0,0,0,0,,,0,bundesliga,2023-2024
152,Michael Gregoritsch,at AUT,FW,Freiburg,29,1994,18.7,2,0,0,17,19,6,11,8,12,,,0,bundesliga,2023-2024
153,Vincenzo Grifo,it ITA,MF,Freiburg,30,1993,25.8,3,0,0,13,16,6,172,15,19,,,0,bundesliga,2023-2024
154,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,27,1995,25.5,8,0,0,27,24,0,17,55,28,,,0,bundesliga,2023-2024
155,Álex Grimaldo,es ESP,MF,Leverkusen,27,1995,30.9,1,0,0,14,26,3,202,22,25,,,0,bundesliga,2023-2024
156,Christian Groß,de GER,"DF,MF",Werder Bremen,34,1989,8.9,1,0,0,14,5,2,8,14,18,,,0,bundesliga,2023-2024
157,Brajan Gruda,de GER,"MF,FW",Mainz 05,19,2004,18.2,5,0,0,28,47,9,52,5,14,,,0,bundesliga,2023-2024
158,Ilia Gruev,bg BUL,MF,Werder Bremen,23,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2023-2024
159,Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,29,1993,13.2,2,0,0,3,7,0,43,13,16,,,0,bundesliga,2023-2024
160,Josuha Guilavogui,fr FRA,DF,Mainz 05,32,1990,4.5,1,0,0,5,2,0,0,13,10,,,0,bundesliga,2023-2024
161,Serhou Guirassy,gn GUI,FW,Stuttgart,27,1996,24.5,0,0,0,18,55,17,1,6,3,,,0,bundesliga,2023-2024
162,Péter Gulácsi,hu HUN,GK,RB Leipzig,33,1990,13.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2023-2024
163,Manuel Gulde,de GER,DF,Freiburg,32,1991,22.7,5,1,1,17,15,1,3,22,27,,,0,bundesliga,2023-2024
164,Robert Gumny,pl POL,"DF,MF",Augsburg,25,1998,5.3,3,0,0,8,5,0,9,7,5,,,0,bundesliga,2023-2024
165,Christian Günter,de GER,"MF,DF",Freiburg,30,1993,11.8,1,0,0,8,3,1,63,2,12,,,0,bundesliga,2023-2024
166,Janik Haberer,de GER,MF,Union Berlin,29,1994,13.6,7,0,0,22,16,1,15,13,24,,,0,bundesliga,2023-2024
167,Robin Hack,de GER,"FW,MF",Gladbach,24,1998,15.0,2,0,0,17,22,9,44,14,9,,,0,bundesliga,2023-2024
168,Amadou Haidara,ml MLI,MF,RB Leipzig,25,1998,17.0,5,0,0,14,15,2,3,21,27,,,0,bundesliga,2023-2024
169,Sébastien Haller,ci CIV,FW,Dortmund,29,1994,4.4,2,0,0,8,10,3,0,0,0,,,0,bundesliga,2023-2024
170,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26,1997,11.0,5,0,0,13,8,1,0,11,13,,,0,bundesliga,2023-2024
171,Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,18,2004,0.3,1,0,0,1,0,0,0,1,0,,,0,bundesliga,2023-2024
172,Genki Haraguchi,jp JPN,"FW,MF",Stuttgart,32,1991,0.3,0,0,0,2,0,0,0,0,1,,,0,bundesliga,2023-2024
173,Makoto Hasebe,jp JPN,"MF,DF",Eintracht Frankfurt,39,1984,2.4,1,0,0,4,3,0,1,1,2,,,0,bundesliga,2023-2024
174,Thorgan Hazard,be BEL,"FW,MF",Dortmund,30,1993,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2023-2024
175,Dominique Heintz,de GER,DF,Köln,29,1993,6.3,0,0,0,7,4,1,22,3,4,,,0,bundesliga,2023-2024
176,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,26,1997,28.1,5,0,0,27,34,2,67,32,41,,,0,bundesliga,2023-2024
177,Patrick Herrmann,de GER,"FW,MF",Gladbach,32,1991,1.0,1,0,0,3,2,0,5,1,4,,,0,bundesliga,2023-2024
178,Piero Hincapié,ec ECU,DF,Leverkusen,21,2002,16.5,2,0,0,16,11,0,8,13,22,,,0,bundesliga,2023-2024
179,Adam Hložek,cz CZE,"MF,FW",Leverkusen,21,2002,5.1,1,0,0,8,7,1,0,2,4,,,0,bundesliga,2023-2024
180,Nicolas Höfler,de GER,MF,Freiburg,33,1990,25.9,10,1,0,29,31,0,2,32,37,,,0,bundesliga,2023-2024
181,Jonas Hofmann,de GER,MF,Leverkusen,31,1992,24.5,3,0,0,14,19,13,126,8,14,,,0,bundesliga,2023-2024
182,Philipp Hofmann,de GER,FW,Bochum,30,1993,17.5,1,0,0,19,26,4,3,5,5,,,0,bundesliga,2023-2024
183,Lucas Höler,de GER,"FW,MF",Freiburg,29,1994,25.6,7,0,0,25,48,7,13,14,24,,,0,bundesliga,2023-2024
184,Fabian Holland,de GER,"MF,DF",Darmstadt 98,33,1990,20.4,4,1,0,34,33,1,26,23,25,,,0,bundesliga,2023-2024
185,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22,2001,14.2,2,0,0,29,20,4,44,5,12,,,0,bundesliga,2023-2024
186,Gerrit Holtmann,ph PHI,MF,Darmstadt 98,28,1995,4.4,1,0,0,8,2,0,12,2,5,,,0,bundesliga,2023-2024
187,Franck Honorat,fr FRA,"MF,FW",Gladbach,26,1996,26.1,1,0,0,9,15,6,237,8,14,,,0,bundesliga,2023-2024
188,Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,26,1996,11.3,1,0,0,14,11,3,10,9,6,,,0,bundesliga,2023-2024
189,Fraser Hornby,sct SCO,FW,Darmstadt 98,23,1999,2.4,1,0,0,5,1,1,4,0,0,,,0,bundesliga,2023-2024
190,Lukáš Hrádecký,fi FIN,GK,Leverkusen,33,1989,33.0,2,0,0,0,1,0,0,0,0,,,0,bundesliga,2023-2024
191,Timo Hübers,de GER,DF,Köln,27,1996,30.9,6,0,0,45,25,1,3,59,46,,,0,bundesliga,2023-2024
192,Mats Hummels,de GER,DF,Dortmund,34,1988,17.6,4,1,0,12,9,0,3,31,36,,,0,bundesliga,2023-2024
193,Denis Huseinbasic,ba BIH,MF,Köln,22,2001,18.1,5,0,0,28,14,0,15,13,20,,,0,bundesliga,2023-2024
194,Iago,br BRA,"DF,MF",Augsburg,26,1997,18.0,4,0,0,15,23,4,45,17,17,,,0,bundesliga,2023-2024
