Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,league,season
44,Mergim Berisha,de GER,FW,Augsburg,24,1998,18.7,9,1,1,27,31,15,77,0,7,,,0,bundesliga,2022-2023
45,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,2.9,0,0,0,1,1,1,1,5,4,,,0,bundesliga,2022-2023
46,Tom Bischof,de GER,MF,Hoffenheim,17,2005,3.5,0,0,0,9,5,0,7,1,10,,,0,bundesliga,2022-2023
47,Leonardo Bittencourt,de GER,MF,Werder Bremen,28,1993,18.1,10,0,0,43,40,3,49,10,28,,,0,bundesliga,2022-2023
48,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26.0,0,0,0,1,3,0,0,0,0,,,0,bundesliga,2022-2023
49,Daley Blind,nl NED,DF,Bayern Munich,32,1990,1.5,0,0,0,1,0,0,1,2,0,,,0,bundesliga,2022-2023
50,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,5.2,3,0,0,23,8,0,7,3,6,,,0,bundesliga,2022-2023
51,Jean-Paul Boëtius,sr SUR,MF,Hertha BSC,28,1994,11.7,3,0,0,14,26,0,5,12,17,,,0,bundesliga,2022-2023
52,Yvandro Borges Sanches,lu LUX,MF,Gladbach,18,2004,0.3,0,0,0,1,0,0,2,0,1,,,0,bundesliga,2022-2023
53,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,21.4,8,0,0,24,9,0,3,33,19,,,0,bundesliga,2022-2023
54,Rafael Borré,co COL,"MF,FW",Eintracht Frankfurt,26,1995,12.0,5,0,0,23,11,19,22,2,14,,,0,bundesliga,2022-2023
55,Julian Brandt,de GER,MF,Dortmund,26,1996,26.6,2,0,0,9,21,5,167,15,20,,,0,bundesliga,2022-2023
56,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15.0,2,0,0,1,0,0,0,0,1,,,0,bundesliga,2022-2023
57,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,3.0,0,0,0,2,3,1,13,2,1,,,0,bundesliga,2022-2023
58,John Brooks,us USA,DF,Hoffenheim,29,1993,15.0,4,0,0,21,14,2,0,11,12,,,0,bundesliga,2022-2023
59,Moritz Broschinski,de GER,FW,Bochum,21,2000,2.4,1,0,0,3,1,0,2,0,0,,,0,bundesliga,2022-2023
60,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,25.7,5,0,0,33,38,0,62,39,27,,,0,bundesliga,2022-2023
61,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,3.6,0,0,0,1,1,5,4,1,3,,,0,bundesliga,2022-2023
62,Lee Buchanan,eng ENG,MF,Werder Bremen,21,2001,5.2,2,0,0,6,6,1,18,12,10,,,0,bundesliga,2022-2023
63,Marius Bülter,de GER,"MF,FW",Schalke 04,29,1993,28.9,5,0,0,26,50,7,116,10,11,,,0,bundesliga,2022-2023
64,Delano Burgzorg,sr SUR,"FW,MF",Mainz 05,23,1998,2.7,2,0,0,4,4,3,1,0,3,,,0,bundesliga,2022-2023
65,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,5.9,2,0,0,6,11,3,11,1,1,,,0,bundesliga,2022-2023
66,Oliver Burke,sct SCO,FW,Werder Bremen,25,1997,3.0,0,0,0,3,4,3,6,0,0,,,0,bundesliga,2022-2023
67,Aurélio Buta,pt POR,MF,Eintracht Frankfurt,25,1997,14.6,3,0,0,31,17,1,63,9,20,,,0,bundesliga,2022-2023
68,Anthony Caci,fr FRA,"MF,DF",Mainz 05,25,1997,22.6,4,0,0,19,9,0,74,53,32,,,0,bundesliga,2022-2023
69,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,0.7,0,0,0,3,1,0,2,0,1,,,0,bundesliga,2022-2023
70,Daniel Caligiuri,it ITA,MF,Augsburg,34,1988,3.2,1,0,0,5,4,0,11,3,5,,,0,bundesliga,2022-2023
71,Emre Can,de GER,MF,Dortmund,28,1994,21.1,8,0,0,30,26,0,4,25,29,,,0,bundesliga,2022-2023
72,João Cancelo,pt POR,"DF,MF",Bayern Munich,28,1994,11.2,3,0,0,10,15,3,35,14,12,,,0,bundesliga,2022-2023
73,Irvin Cardona,mt MLT,"FW,MF",Augsburg,24,1997,3.5,2,0,0,2,5,1,9,4,1,,,0,bundesliga,2022-2023
74,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34.0,0,0,0,0,3,0,0,1,0,,,0,bundesliga,2022-2023
75,Julian Chabot,de GER,DF,Köln,24,1998,20.0,3,0,0,29,20,2,3,42,22,,,0,bundesliga,2022-2023
76,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,32,1990,1.0,0,0,0,0,0,0,3,0,2,,,0,bundesliga,2022-2023
77,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,0.7,0,0,0,0,0,0,0,2,0,,,0,bundesliga,2022-2023
78,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33.0,2,0,0,0,7,0,0,0,0,,,0,bundesliga,2022-2023
79,Darko Churlinov,mk MKD,"FW,MF",Stuttgart,22,2000,0.3,0,0,0,0,1,0,0,0,1,,,0,bundesliga,2022-2023
80,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,7.5,2,0,0,13,3,0,21,9,12,,,0,bundesliga,2022-2023
81,David Čolina,hr CRO,"DF,MF",Augsburg,22,2000,1.8,0,0,0,1,4,0,6,3,1,,,0,bundesliga,2022-2023
82,Kingsley Coman,fr FRA,MF,Bayern Munich,26,1996,15.7,2,1,1,9,21,5,76,2,9,,,0,bundesliga,2022-2023
83,Danny da Costa,de GER,MF,Mainz 05,29,1993,13.7,0,0,0,8,3,4,52,8,17,,,0,bundesliga,2022-2023
84,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,0.5,0,0,0,1,0,0,1,0,0,,,0,bundesliga,2022-2023
85,Tanguy Coulibaly,fr FRA,MF,Stuttgart,21,2001,3.6,3,0,0,8,5,3,9,3,9,,,0,bundesliga,2022-2023
86,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,1.1,0,0,0,0,0,0,0,0,3,,,0,bundesliga,2022-2023
87,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,10.4,3,1,0,13,17,10,6,5,8,,,0,bundesliga,2022-2023
88,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
89,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,3.7,1,0,0,3,2,0,3,7,9,,,0,bundesliga,2022-2023
90,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,1.8,0,0,0,6,1,0,2,0,3,,,0,bundesliga,2022-2023
91,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,20,2002,10.5,2,0,0,11,9,0,1,13,8,,,0,bundesliga,2022-2023
92,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,0.3,0,0,0,1,1,0,0,0,1,,,0,bundesliga,2022-2023
93,Alphonso Davies,ca CAN,"DF,MF",Bayern Munich,21,2000,22.7,0,0,0,9,27,3,26,23,32,,,0,bundesliga,2022-2023
94,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,3.3,0,0,0,3,6,0,3,1,3,,,0,bundesliga,2022-2023
95,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,17.2,5,0,0,31,22,0,90,16,18,,,0,bundesliga,2022-2023
96,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,26.3,7,1,0,49,31,11,19,14,16,,,0,bundesliga,2022-2023
97,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,7.7,2,0,0,4,1,0,0,13,4,,,0,bundesliga,2022-2023
98,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,30.0,4,0,0,18,24,10,95,5,9,,,0,bundesliga,2022-2023
99,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,5.3,2,0,0,3,2,1,1,7,5,,,0,bundesliga,2022-2023
100,Justin Diehl,de GER,MF,Köln,17,2004,0.2,0,0,0,0,1,1,0,0,0,,,0,bundesliga,2022-2023
101,Florian Dietz,de GER,FW,Köln,23,1998,4.4,1,0,0,11,1,1,4,0,1,,,0,bundesliga,2022-2023
102,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,21,2000,11.8,4,0,0,15,11,2,9,9,19,,,0,bundesliga,2022-2023
103,Eren Dinkçi,de GER,MF,Werder Bremen,20,2001,2.6,0,0,0,5,2,2,4,0,5,,,0,bundesliga,2022-2023
104,Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,26.9,3,0,0,29,52,6,30,13,28,,,0,bundesliga,2022-2023
105,Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,24.6,0,0,0,21,14,0,10,31,24,,,0,bundesliga,2022-2023
106,Kasper Dolberg,dk DEN,FW,Hoffenheim,24,1997,4.5,0,0,0,5,6,2,1,0,5,,,0,bundesliga,2022-2023
107,Niklas Dorsch,de GER,MF,Augsburg,24,1998,5.4,1,0,0,10,6,0,1,5,15,,,0,bundesliga,2022-2023
108,Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,12.5,2,0,0,26,10,7,5,1,6,,,0,bundesliga,2022-2023
109,Dominick Drexler,de GER,MF,Schalke 04,32,1990,15.2,3,1,0,26,24,2,45,8,18,,,0,bundesliga,2022-2023
110,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,31.7,4,0,0,4,17,12,162,8,6,,,0,bundesliga,2022-2023
111,Ondrej Duda,sk SVK,MF,Köln,27,1994,7.7,4,0,0,16,18,1,11,2,8,,,0,bundesliga,2022-2023
112,Julien Duranville,be BEL,FW,Dortmund,16,2006,0.3,0,0,0,1,1,0,8,0,1,,,0,bundesliga,2022-2023
113,Maximilian Eggestein,de GER,MF,Freiburg,25,1996,27.2,6,0,0,31,21,1,12,35,30,,,0,bundesliga,2022-2023
114,Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,2.7,1,0,0,3,5,0,2,1,10,,,0,bundesliga,2022-2023
115,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,0.7,0,0,0,2,2,0,0,3,0,,,0,bundesliga,2022-2023
116,Julian Eitschberger,de GER,"DF,MF",Hertha BSC,18,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
117,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,9.9,0,0,0,2,10,1,15,4,4,,,0,bundesliga,2022-2023
118,Nico Elvedi,ch SUI,DF,Gladbach,25,1996,31.4,2,0,0,25,11,1,0,34,28,,,0,bundesliga,2022-2023
119,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,32.5,3,0,0,40,55,3,8,27,38,,,0,bundesliga,2022-2023
120,Arne Engels,be BEL,MF,Augsburg,18,2003,16.0,5,0,0,26,20,0,102,15,10,,,0,bundesliga,2022-2023
121,Tjark Ernst,de GER,GK,Hertha BSC,19,2003,1.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
122,Kimberly Ezekwem,de GER,DF,Freiburg,21,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
123,Ralf Fährmann,de GER,GK,Schalke 04,33,1988,11.4,0,0,0,0,1,0,0,0,0,,,0,bundesliga,2022-2023
124,Ohis Felix Uduokhai,de GER,DF,Augsburg,24,1997,16.1,3,1,0,21,13,0,1,28,19,,,0,bundesliga,2022-2023
125,Edimilson Fernandes,ch SUI,DF,Mainz 05,26,1996,27.1,4,0,0,29,14,0,80,57,25,,,0,bundesliga,2022-2023
126,Kilian Fischer,de GER,DF,Wolfsburg,21,2000,5.6,2,0,0,8,5,0,12,5,5,,,0,bundesliga,2022-2023
127,Mark Flekken,nl NED,GK,Freiburg,29,1993,34.0,0,0,0,0,3,0,0,0,0,,,0,bundesliga,2022-2023
128,Florian Flick,de GER,MF,Schalke 04,22,2000,5.7,1,0,0,6,4,0,1,4,2,,,0,bundesliga,2022-2023
129,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,30,1991,16.5,2,0,0,22,25,7,16,4,11,,,0,bundesliga,2022-2023
130,Philipp Förster,de GER,MF,Bochum,27,1995,14.5,4,0,0,28,13,0,74,6,19,,,0,bundesliga,2022-2023
131,Timothy Fosu-Mensah,nl NED,MF,Leverkusen,24,1998,2.1,1,0,0,3,1,1,4,1,5,,,0,bundesliga,2022-2023
132,Raphael Framberger,de GER,"MF,DF",Augsburg,26,1995,2.0,0,0,0,4,0,0,4,2,6,,,0,bundesliga,2022-2023
133,Bartol Franjić,hr CRO,MF,Wolfsburg,22,2000,2.5,0,0,0,1,1,0,1,5,2,,,0,bundesliga,2022-2023
134,Oscar Fraulo,dk DEN,MF,Gladbach,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
135,Michael Frey,ch SUI,FW,Schalke 04,28,1994,9.6,2,0,0,30,10,8,8,2,5,,,0,bundesliga,2022-2023
136,Marco Friedl,at AUT,DF,Werder Bremen,24,1998,28.8,8,1,0,24,24,2,28,58,47,,,2,bundesliga,2022-2023
137,Marvin Friedrich,de GER,DF,Gladbach,26,1995,13.9,2,0,0,3,3,0,1,10,12,,,0,bundesliga,2022-2023
138,Jeremie Frimpong,nl NED,"MF,DF",Leverkusen,21,2000,30.1,4,0,0,22,58,8,70,18,25,,,0,bundesliga,2022-2023
139,Chris Führich,de GER,"MF,FW",Stuttgart,24,1998,20.9,2,0,0,6,10,3,51,7,14,,,0,bundesliga,2022-2023
140,Angelo Fulgini,fr FRA,MF,Mainz 05,25,1996,5.8,1,0,0,7,15,1,7,5,5,,,0,bundesliga,2022-2023
141,Niclas Füllkrug,de GER,FW,Werder Bremen,29,1993,27.5,4,0,0,32,48,27,22,1,4,,,0,bundesliga,2022-2023
142,Cristian Gamboa,cr CRC,DF,Bochum,32,1989,16.4,2,0,0,14,5,2,44,17,23,,,1,bundesliga,2022-2023
143,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,26,1996,2.7,1,0,0,2,0,5,1,0,2,,,0,bundesliga,2022-2023
144,Dario Gebuhr,de GER,DF,Eintracht Frankfurt,19,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
145,Dennis Geiger,de GER,MF,Hoffenheim,24,1998,21.7,9,0,0,42,20,0,50,24,27,,,0,bundesliga,2022-2023
146,Yannick Gerhardt,de GER,MF,Wolfsburg,28,1994,20.7,3,0,0,18,20,2,19,7,15,,,0,bundesliga,2022-2023
147,Niko Gießelmann,de GER,MF,Union Berlin,30,1991,14.5,4,0,0,16,21,0,88,10,12,,,0,bundesliga,2022-2023
148,Rafał Gikiewicz,pl POL,GK,Augsburg,34,1987,23.0,3,0,0,0,5,0,0,0,2,,,0,bundesliga,2022-2023
149,Matthias Ginter,de GER,DF,Freiburg,28,1994,34.0,3,0,0,23,28,1,9,37,21,,,0,bundesliga,2022-2023
150,Jamie Gittens,eng ENG,"MF,FW",Dortmund,17,2004,5.9,1,0,0,9,18,0,5,1,4,,,0,bundesliga,2022-2023
151,Serge Gnabry,de GER,"MF,FW",Bayern Munich,27,1995,21.6,0,0,0,33,10,9,36,10,24,,,0,bundesliga,2022-2023
152,Jacek Góralski,pl POL,MF,Bochum,29,1992,1.6,0,0,0,1,4,0,0,3,3,,,0,bundesliga,2022-2023
153,Leon Goretzka,de GER,MF,Bayern Munich,27,1995,19.2,5,0,0,23,18,3,11,29,24,,,0,bundesliga,2022-2023
154,Mario Götze,de GER,MF,Eintracht Frankfurt,30,1992,30.4,6,0,0,25,44,3,102,13,24,,,0,bundesliga,2022-2023
155,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,31,1991,31.1,12,0,0,36,8,2,8,51,27,,,1,bundesliga,2022-2023
156,Ryan Gravenberch,nl NED,MF,Bayern Munich,20,2002,6.4,1,0,0,9,7,0,7,10,8,,,0,bundesliga,2022-2023
157,Michael Gregoritsch,at AUT,FW,Freiburg,28,1994,23.9,6,0,0,25,43,13,14,4,13,,,0,bundesliga,2022-2023
158,Leo Greiml,at AUT,DF,Schalke 04,21,2001,4.0,2,0,0,12,2,0,3,1,5,,,0,bundesliga,2022-2023
159,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,29,1993,26.8,2,0,0,7,31,5,135,17,18,,,0,bundesliga,2022-2023
160,Lennart Grill,de GER,GK,Union Berlin,23,1999,5.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
161,Christian Groß,de GER,MF,Werder Bremen,33,1989,21.0,4,0,0,53,14,1,6,24,28,,,0,bundesliga,2022-2023
162,Brajan Gruda,de GER,MF,Mainz 05,18,2004,0.0,0,0,0,1,0,0,1,0,0,,,0,bundesliga,2022-2023
163,Ilia Gruev,bg BUL,MF,Werder Bremen,22,2000,17.6,2,0,0,27,12,0,10,21,30,,,0,bundesliga,2022-2023
164,Carlos Gruezo,ec ECU,MF,Augsburg,27,1995,10.7,5,0,0,12,9,0,2,11,11,,,0,bundesliga,2022-2023
165,Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,28,1993,25.4,4,0,0,8,10,2,115,35,22,,,0,bundesliga,2022-2023
166,Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,31,1990,13.1,4,0,0,29,9,2,2,23,12,,,1,bundesliga,2022-2023
167,Serhou Guirassy,gn GUI,FW,Stuttgart,26,1996,18.3,4,1,1,17,43,10,8,0,3,,,0,bundesliga,2022-2023
168,Péter Gulácsi,hu HUN,GK,RB Leipzig,32,1990,6.0,0,0,0,0,0,0,0,0,0,,,0,bundesliga,2022-2023
169,Manuel Gulde,de GER,DF,Freiburg,31,1991,7.1,2,0,0,9,1,0,4,17,8,,,0,bundesliga,2022-2023
170,Robert Gumny,pl POL,DF,Augsburg,24,1998,22.4,5,1,0,32,18,1,27,25,25,,,0,bundesliga,2022-2023
171,Christian Günter,de GER,"DF,MF",Freiburg,29,1993,30.5,5,0,0,32,14,6,200,18,22,,,0,bundesliga,2022-2023
172,Joško Gvardiol,hr CRO,DF,RB Leipzig,20,2002,24.1,2,0,0,20,13,1,5,37,19,,,1,bundesliga,2022-2023
173,Janik Haberer,de GER,MF,Union Berlin,28,1994,24.3,1,0,0,34,38,1,15,15,19,,,0,bundesliga,2022-2023
174,Alexander Hack,de GER,DF,Mainz 05,28,1993,12.6,2,1,0,25,12,0,2,21,17,,,0,bundesliga,2022-2023
175,André Hahn,de GER,"MF,FW",Augsburg,31,1990,4.3,1,0,0,8,2,1,6,4,6,,,0,bundesliga,2022-2023
176,Amadou Haidara,ml MLI,MF,RB Leipzig,24,1998,15.9,7,0,0,29,11,0,3,24,11,,,0,bundesliga,2022-2023
177,Sébastien Haller,ci CIV,FW,Dortmund,28,1994,13.6,1,0,0,13,14,5,3,1,4,,,0,bundesliga,2022-2023
178,Marcel Halstenberg,de GER,"DF,MF",RB Leipzig,30,1991,17.3,2,0,0,19,7,0,45,19,17,,,0,bundesliga,2022-2023
179,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,25,1997,16.6,5,0,0,22,9,0,6,31,22,,,0,bundesliga,2022-2023
180,Genki Haraguchi,jp JPN,MF,Stuttgart,31,1991,8.3,1,0,0,4,16,0,8,6,8,,,1,bundesliga,2022-2023
181,Genki Haraguchi,jp JPN,MF,Union Berlin,31,1991,5.5,0,0,0,4,12,0,4,3,9,,,0,bundesliga,2022-2023
182,Makoto Hasebe,jp JPN,DF,Eintracht Frankfurt,38,1984,14.5,1,0,0,7,15,0,4,17,12,,,0,bundesliga,2022-2023
183,Thorgan Hazard,be BEL,"MF,DF",Dortmund,29,1993,5.2,1,0,0,14,5,4,38,4,5,,,0,bundesliga,2022-2023
184,Jonas Hector,de GER,DF,Köln,32,1990,31.4,3,0,0,23,77,1,112,35,67,,,0,bundesliga,2022-2023
185,Dominique Heintz,de GER,DF,Bochum,28,1993,8.8,1,0,0,11,4,0,7,9,8,,,0,bundesliga,2022-2023
186,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,25,1997,24.3,8,0,0,36,28,3,47,33,45,,,0,bundesliga,2022-2023
187,Lucas Hernández,fr FRA,DF,Bayern Munich,26,1996,5.3,1,0,0,4,4,0,2,5,4,,,0,bundesliga,2022-2023
188,Patrick Herrmann,de GER,"FW,MF",Gladbach,31,1991,1.8,2,0,0,4,4,0,12,1,2,,,0,bundesliga,2022-2023
189,Piero Hincapié,ec ECU,"DF,MF",Leverkusen,20,2002,27.3,13,3,2,40,34,1,26,31,35,,,0,bundesliga,2022-2023
190,Adam Hložek,cz CZE,"FW,MF",Leverkusen,20,2002,14.3,2,0,0,19,20,1,15,6,4,,,0,bundesliga,2022-2023
191,Nicolas Höfler,de GER,MF,Freiburg,32,1990,31.3,9,1,0,66,50,1,1,55,39,,,0,bundesliga,2022-2023
192,Jonas Hofmann,de GER,MF,Gladbach,30,1992,29.8,2,0,0,17,39,23,204,14,17,,,0,bundesliga,2022-2023
193,Philipp Hofmann,de GER,FW,Bochum,29,1993,29.2,5,0,0,46,41,16,4,6,11,,,0,bundesliga,2022-2023
