Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts,Starts_Mn/Start,Starts_Compl,Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,league,season
32,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,23,584.0,25.0,19.1,6.5,3,76.0,0,20,18.0,10,1.43,12.0,11.0,1.0,0.15,0.23,bundesliga,2022-2023
33,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,31,2141.0,69.0,70.0,23.8,25,81.0,14,6,21.0,2,1.39,41.0,36.0,5.0,0.21,0.8,bundesliga,2022-2023
34,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,7,398.0,57.0,13.0,4.4,6,59.0,0,1,45.0,3,0.57,3.0,8.0,-5.0,-1.13,-0.89,bundesliga,2022-2023
35,Maximilian Bauer,de GER,DF,Augsburg,22,2000,27,1846.0,68.0,60.3,20.5,20,84.0,17,7,25.0,6,1.11,25.0,41.0,-16.0,-0.78,-0.41,bundesliga,2022-2023
36,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.06,48.0,57.0,-9.0,-0.26,,bundesliga,2022-2023
37,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,8,562.0,70.0,18.4,6.2,6,82.0,3,2,37.0,9,1.38,7.0,10.0,-3.0,-0.48,-1.06,bundesliga,2022-2023
38,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,16,554.0,35.0,18.1,6.2,3,90.0,3,13,22.0,11,0.69,9.0,17.0,-8.0,-1.3,-0.83,bundesliga,2022-2023
39,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,33,2567.0,78.0,83.9,28.5,33,78.0,14,0,,0,1.09,40.0,49.0,-9.0,-0.32,-0.32,bundesliga,2022-2023
40,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,25,1996,2,20.0,10.0,0.7,0.2,0,,0,2,10.0,8,1.5,0.0,0.0,0.0,0.0,0.62,bundesliga,2022-2023
41,Luca Bazzoli,de GER,MF,Stuttgart,21,2000,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2022-2023
42,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,28,1994,19,1416.0,75.0,46.3,15.7,17,79.0,6,2,39.0,0,0.95,21.0,25.0,-4.0,-0.25,0.02,bundesliga,2022-2023
43,Sheraldo Becker,sr SUR,FW,Union Berlin,27,1995,34,2554.0,75.0,83.5,28.4,33,76.0,4,1,33.0,0,1.82,41.0,32.0,9.0,0.32,-0.39,bundesliga,2022-2023
44,Kevin Behrens,de GER,FW,Union Berlin,31,1991,33,1535.0,47.0,50.2,17.1,17,71.0,1,16,21.0,0,1.85,30.0,23.0,7.0,0.41,0.06,bundesliga,2022-2023
45,Stefan Bell,de GER,DF,Mainz 05,30,1991,30,2395.0,80.0,78.3,26.6,26,88.0,22,4,30.0,2,1.4,43.0,40.0,3.0,0.11,0.65,bundesliga,2022-2023
46,Karim Bellarabi,de GER,MF,Leverkusen,32,1990,8,85.0,11.0,2.8,0.9,1,45.0,0,7,6.0,8,1.5,0.0,1.0,-1.0,-1.06,-1.33,bundesliga,2022-2023
47,Jude Bellingham,eng ENG,MF,Dortmund,19,2003,31,2691.0,87.0,87.9,29.9,30,89.0,28,1,25.0,1,2.06,73.0,40.0,33.0,1.1,-0.36,bundesliga,2022-2023
48,Ramy Bensebaini,dz ALG,DF,Gladbach,27,1995,28,2481.0,89.0,81.1,27.6,28,89.0,22,0,,0,1.43,44.0,40.0,4.0,0.15,1.23,bundesliga,2022-2023
49,Tom Berger,de GER,MF,Werder Bremen,21,2001,0,,,,,0,,0,0,,6,,,,,,,bundesliga,2022-2023
50,Mergim Berisha,de GER,FW,Augsburg,24,1998,23,1679.0,73.0,54.9,18.7,20,81.0,9,3,19.0,0,1.22,24.0,32.0,-8.0,-0.43,0.42,bundesliga,2022-2023
51,Jordan Beyer,de GER,DF,Gladbach,22,2000,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2022-2023
52,Bartosz Białek,pl POL,FW,Wolfsburg,20,2001,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2022-2023
53,Ermin Bičakčić,ba BIH,DF,Hoffenheim,32,1990,9,265.0,29.0,8.7,2.9,0,,0,9,29.0,10,1.11,5.0,11.0,-6.0,-2.04,-1.94,bundesliga,2022-2023
54,Tom Bischof,de GER,MF,Hoffenheim,17,2005,11,315.0,29.0,10.3,3.5,3,62.0,0,8,16.0,10,0.45,6.0,7.0,-1.0,-0.29,-0.02,bundesliga,2022-2023
55,Leonardo Bittencourt,de GER,MF,Werder Bremen,28,1993,25,1629.0,65.0,53.2,18.1,22,71.0,4,3,26.0,1,1.12,26.0,27.0,-1.0,-0.06,0.7,bundesliga,2022-2023
56,Janis Blaswich,de GER,GK,RB Leipzig,31,1991,26,2340.0,90.0,76.5,26.0,26,90.0,26,0,,7,2.0,48.0,29.0,19.0,0.73,0.23,bundesliga,2022-2023
57,Daley Blind,nl NED,DF,Bayern Munich,32,1990,4,134.0,34.0,4.4,1.5,1,90.0,1,3,15.0,15,2.25,3.0,5.0,-2.0,-1.34,-3.07,bundesliga,2022-2023
58,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,35,1987,16,467.0,29.0,15.3,5.2,5,61.0,0,11,15.0,13,0.44,5.0,12.0,-7.0,-1.35,-0.65,bundesliga,2022-2023
59,Ben Bobzien,de GER,FW,Mainz 05,19,2003,0,,,,,0,,0,0,,6,,,,,,,bundesliga,2022-2023
60,Jean-Paul Boëtius,sr SUR,MF,Hertha BSC,28,1994,21,1050.0,50.0,34.3,11.7,10,74.0,3,11,28.0,3,1.05,13.0,23.0,-10.0,-0.86,-0.1,bundesliga,2022-2023
61,Tarsis Bonga,de GER,"FW,MF",Bochum,25,1997,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2022-2023
62,Yvandro Borges Sanches,lu LUX,MF,Gladbach,18,2004,3,28.0,9.0,0.9,0.3,0,,0,3,9.0,10,1.33,1.0,2.0,-1.0,-3.21,-3.15,bundesliga,2022-2023
63,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,23,1999,26,1928.0,74.0,63.0,21.4,23,82.0,18,3,11.0,7,1.54,41.0,31.0,10.0,0.47,0.55,bundesliga,2022-2023
64,Rafael Borré,co COL,"MF,FW",Eintracht Frankfurt,26,1995,32,1078.0,34.0,35.2,12.0,10,68.0,2,22,18.0,1,1.44,12.0,21.0,-9.0,-0.75,-1.43,bundesliga,2022-2023
65,Julian Brandt,de GER,MF,Dortmund,26,1996,32,2397.0,75.0,78.3,26.6,29,80.0,12,3,27.0,0,2.09,66.0,28.0,38.0,1.43,1.29,bundesliga,2022-2023
66,Fabian Bredlow,de GER,GK,Stuttgart,27,1995,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,18,1.13,23.0,23.0,0.0,0.0,0.63,bundesliga,2022-2023
67,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,24,1998,6,271.0,45.0,8.9,3.0,3,74.0,0,3,17.0,6,1.17,2.0,5.0,-3.0,-1.0,-1.38,bundesliga,2022-2023
68,John Brooks,us USA,DF,Hoffenheim,29,1993,15,1350.0,90.0,44.1,15.0,15,90.0,15,0,,2,1.13,23.0,28.0,-5.0,-0.33,-0.12,bundesliga,2022-2023
69,Moritz Broschinski,de GER,FW,Bochum,21,2000,11,213.0,19.0,7.0,2.4,0,,0,11,19.0,3,1.09,5.0,4.0,1.0,0.42,1.47,bundesliga,2022-2023
70,Maximilian Brüll,de GER,GK,Gladbach,19,2002,0,,,,,0,,0,0,,1,,,,,,,bundesliga,2022-2023
71,Cédric Brunner,ch SUI,DF,Schalke 04,28,1994,28,2315.0,83.0,75.7,25.7,28,83.0,18,0,,0,0.79,22.0,54.0,-32.0,-1.24,-0.76,bundesliga,2022-2023
72,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,23,1998,12,328.0,27.0,10.7,3.6,3,67.0,0,9,14.0,5,1.25,5.0,8.0,-3.0,-0.82,-0.63,bundesliga,2022-2023
73,Lee Buchanan,eng ENG,MF,Werder Bremen,21,2001,21,472.0,22.0,15.4,5.2,2,74.0,0,19,17.0,9,1.0,15.0,8.0,7.0,1.33,2.03,bundesliga,2022-2023
74,Marius Bülter,de GER,"MF,FW",Schalke 04,29,1993,33,2598.0,79.0,84.9,28.9,30,83.0,20,3,34.0,0,0.91,29.0,60.0,-31.0,-1.07,-0.1,bundesliga,2022-2023
75,Delano Burgzorg,sr SUR,"FW,MF",Mainz 05,23,1998,13,244.0,19.0,8.0,2.7,0,,0,13,19.0,11,1.08,3.0,5.0,-2.0,-0.74,-0.77,bundesliga,2022-2023
76,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,22,2000,11,533.0,48.0,17.4,5.9,7,59.0,0,4,29.0,0,1.18,7.0,12.0,-5.0,-0.84,-0.99,bundesliga,2022-2023
77,Oliver Burke,sct SCO,FW,Werder Bremen,25,1997,15,268.0,18.0,8.8,3.0,1,58.0,0,14,15.0,3,1.2,11.0,7.0,4.0,1.34,1.89,bundesliga,2022-2023
78,Jakob Busk,dk DEN,GK,Union Berlin,28,1993,0,,,,,0,,0,0,,5,,,,,,,bundesliga,2022-2023
79,Aurélio Buta,pt POR,MF,Eintracht Frankfurt,25,1997,18,1318.0,73.0,43.1,14.6,15,83.0,7,3,26.0,1,1.11,19.0,21.0,-2.0,-0.14,-0.55,bundesliga,2022-2023
80,Anthony Caci,fr FRA,"MF,DF",Mainz 05,25,1997,31,2033.0,66.0,66.4,22.6,23,83.0,14,8,16.0,3,1.26,38.0,38.0,0.0,0.0,0.09,bundesliga,2022-2023
81,Kerim Calhanoglu,de GER,DF,Schalke 04,19,2002,3,63.0,21.0,2.1,0.7,0,,0,3,21.0,1,0.33,0.0,2.0,-2.0,-2.86,-1.84,bundesliga,2022-2023
82,Daniel Caligiuri,it ITA,MF,Augsburg,34,1988,13,290.0,22.0,9.5,3.2,2,74.0,1,11,13.0,20,0.85,2.0,10.0,-8.0,-2.48,-2.06,bundesliga,2022-2023
83,Emre Can,de GER,MF,Dortmund,28,1994,27,1900.0,70.0,62.1,21.1,20,87.0,17,7,24.0,5,1.96,55.0,30.0,25.0,1.18,0.1,bundesliga,2022-2023
84,João Cancelo,pt POR,"DF,MF",Bayern Munich,28,1994,15,1012.0,67.0,33.1,11.2,11,80.0,5,4,32.0,1,2.07,28.0,16.0,12.0,1.07,-0.78,bundesliga,2022-2023
85,Irvin Cardona,mt MLT,"FW,MF",Augsburg,24,1997,10,318.0,32.0,10.4,3.5,0,,0,10,32.0,2,0.4,6.0,9.0,-3.0,-0.85,-0.26,bundesliga,2022-2023
86,Koen Casteels,be BEL,GK,Wolfsburg,30,1992,34,3060.0,90.0,100.0,34.0,34,90.0,34,0,,0,1.44,57.0,48.0,9.0,0.26,,bundesliga,2022-2023
87,Julian Chabot,de GER,DF,Köln,24,1998,21,1803.0,86.0,58.9,20.0,21,86.0,18,0,,5,1.38,30.0,24.0,6.0,0.3,1.09,bundesliga,2022-2023
88,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,32,1990,6,86.0,14.0,2.8,1.0,0,,0,6,14.0,25,2.17,1.0,5.0,-4.0,-4.19,-4.49,bundesliga,2022-2023
89,Justin Che,us USA,DF,Hoffenheim,18,2003,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2022-2023
90,Fabio Chiarodia,it ITA,DF,Werder Bremen,17,2005,3,66.0,22.0,2.2,0.7,1,62.0,0,2,2.0,23,1.33,0.0,1.0,-1.0,-1.36,-1.0,bundesliga,2022-2023
91,Oliver Christensen,dk DEN,GK,Hertha BSC,23,1999,33,2970.0,90.0,97.1,33.0,33,90.0,33,0,,1,0.79,40.0,68.0,-28.0,-0.85,-1.85,bundesliga,2022-2023
92,Darko Churlinov,mk MKD,"FW,MF",Stuttgart,22,2000,1,27.0,27.0,0.9,0.3,0,,0,1,27.0,0,1.0,0.0,0.0,0.0,0.0,0.36,bundesliga,2022-2023
93,Tolga Ciğerci,tr TUR,MF,Hertha BSC,30,1992,11,672.0,61.0,22.0,7.5,10,63.0,1,1,45.0,1,0.73,7.0,18.0,-11.0,-1.47,-0.87,bundesliga,2022-2023
94,Caden Clark,us USA,MF,RB Leipzig,19,2003,0,,,,,0,,0,0,,5,,,,,,,bundesliga,2022-2023
95,David Čolina,hr CRO,"DF,MF",Augsburg,22,2000,7,166.0,24.0,5.4,1.8,0,,0,7,24.0,5,0.14,0.0,6.0,-6.0,-3.25,-2.79,bundesliga,2022-2023
96,Kingsley Coman,fr FRA,MF,Bayern Munich,26,1996,24,1409.0,59.0,46.0,15.7,16,71.0,2,8,35.0,3,2.17,43.0,11.0,32.0,2.04,0.84,bundesliga,2022-2023
97,Danny da Costa,de GER,MF,Mainz 05,29,1993,23,1236.0,54.0,40.4,13.7,14,75.0,5,9,21.0,4,1.35,21.0,22.0,-1.0,-0.07,-0.07,bundesliga,2022-2023
98,Soumaïla Coulibaly,fr FRA,DF,Dortmund,18,2003,1,45.0,45.0,1.5,0.5,0,,0,1,45.0,10,1.0,1.0,3.0,-2.0,-4.0,-5.22,bundesliga,2022-2023
99,Tanguy Coulibaly,fr FRA,MF,Stuttgart,21,2001,14,326.0,23.0,10.7,3.6,0,,0,14,23.0,8,1.0,11.0,6.0,5.0,1.38,1.94,bundesliga,2022-2023
100,Nicolas Cozza,fr FRA,DF,Wolfsburg,23,1999,5,100.0,20.0,3.3,1.1,0,,0,5,20.0,10,2.0,2.0,2.0,0.0,0.0,-0.27,bundesliga,2022-2023
101,Moanes Dabbur,il ISR,FW,Hoffenheim,30,1992,21,933.0,44.0,30.5,10.4,8,73.0,2,13,27.0,6,1.29,20.0,16.0,4.0,0.39,0.94,bundesliga,2022-2023
102,Finn Dahmen,de GER,GK,Mainz 05,24,1998,8,720.0,90.0,23.5,8.0,8,90.0,8,0,,26,1.38,17.0,16.0,1.0,0.12,0.2,bundesliga,2022-2023
103,Mahmoud Dahoud,de GER,MF,Dortmund,26,1996,9,337.0,37.0,11.0,3.7,4,65.0,1,5,15.0,6,2.11,10.0,3.0,7.0,1.87,0.81,bundesliga,2022-2023
104,Muhammed Damar,de GER,MF,Hoffenheim,18,2004,6,159.0,27.0,5.2,1.8,1,45.0,0,5,23.0,9,0.33,3.0,5.0,-2.0,-1.13,-0.91,bundesliga,2022-2023
105,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,20,2002,17,947.0,56.0,30.9,10.5,11,78.0,6,6,15.0,9,1.06,12.0,20.0,-8.0,-0.76,0.05,bundesliga,2022-2023
106,Vladimír Darida,cz CZE,MF,Hertha BSC,31,1990,3,31.0,10.0,1.0,0.3,0,,0,3,10.0,7,0.67,1.0,1.0,0.0,0.0,0.8,bundesliga,2022-2023
107,Alphonso Davies,ca CAN,"DF,MF",Bayern Munich,21,2000,26,2042.0,79.0,66.7,22.7,24,82.0,17,2,38.0,0,1.92,59.0,25.0,34.0,1.5,-0.27,bundesliga,2022-2023
108,Thomas Delaney,dk DEN,MF,Hoffenheim,30,1991,6,298.0,50.0,9.7,3.3,4,69.0,1,2,11.0,4,1.0,2.0,11.0,-9.0,-2.72,-2.72,bundesliga,2022-2023
109,Kerem Demirbay,de GER,MF,Leverkusen,29,1993,25,1544.0,62.0,50.5,17.2,17,79.0,7,8,26.0,7,1.36,25.0,26.0,-1.0,-0.06,-0.59,bundesliga,2022-2023
110,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,24,1998,30,2366.0,79.0,77.3,26.3,30,79.0,15,0,,0,1.0,32.0,47.0,-15.0,-0.57,0.21,bundesliga,2022-2023
111,Sepp van den Berg,nl NED,DF,Schalke 04,20,2001,9,696.0,77.0,22.7,7.7,8,85.0,7,1,14.0,1,1.22,14.0,19.0,-5.0,-0.65,0.53,bundesliga,2022-2023
112,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,23,1999,33,2699.0,82.0,88.2,30.0,33,82.0,16,0,,0,1.52,49.0,39.0,10.0,0.33,0.83,bundesliga,2022-2023
113,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,26,1996,8,478.0,60.0,15.6,5.3,5,87.0,4,3,14.0,12,2.75,11.0,4.0,7.0,1.32,0.76,bundesliga,2022-2023
114,Justin Diehl,de GER,MF,Köln,17,2004,2,17.0,9.0,0.6,0.2,0,,0,2,9.0,2,1.5,0.0,0.0,0.0,0.0,0.15,bundesliga,2022-2023
115,Tim-Justin Dietrich,de GER,MF,Werder Bremen,19,2002,0,,,,,0,,0,0,,5,,,,,,,bundesliga,2022-2023
116,Florian Dietz,de GER,FW,Köln,23,1998,11,395.0,36.0,12.9,4.4,4,62.0,0,7,21.0,0,1.27,9.0,10.0,-1.0,-0.23,-0.09,bundesliga,2022-2023
117,Florian Dimmer,de GER,GK,Gladbach,17,2005,0,,,,,0,,0,0,,3,,,,,,,bundesliga,2022-2023
118,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,21,2000,19,1063.0,56.0,34.7,11.8,10,84.0,4,9,25.0,3,1.79,24.0,19.0,5.0,0.42,0.38,bundesliga,2022-2023
119,Eren Dinkçi,de GER,MF,Werder Bremen,20,2001,17,231.0,14.0,7.5,2.6,0,,0,17,14.0,9,0.76,3.0,11.0,-8.0,-3.12,-2.96,bundesliga,2022-2023
120,Ritsu Doan,jp JPN,"MF,FW",Freiburg,24,1998,33,2424.0,73.0,79.2,26.9,30,77.0,5,3,34.0,0,1.79,45.0,34.0,11.0,0.41,0.97,bundesliga,2022-2023
121,Danilho Doekhi,nl NED,DF,Union Berlin,24,1998,25,2216.0,89.0,72.4,24.6,25,89.0,23,0,,4,1.84,37.0,26.0,11.0,0.45,0.23,bundesliga,2022-2023
122,Kasper Dolberg,dk DEN,FW,Hoffenheim,24,1997,13,402.0,31.0,13.1,4.5,4,60.0,1,9,18.0,2,0.38,6.0,14.0,-8.0,-1.79,-1.76,bundesliga,2022-2023
123,Niklas Dorsch,de GER,MF,Augsburg,24,1998,11,483.0,44.0,15.8,5.4,5,75.0,3,6,18.0,1,1.18,5.0,11.0,-6.0,-1.12,-0.59,bundesliga,2022-2023
124,Damion Downs,us USA,FW,Köln,18,2004,0,,,,,0,,0,0,,2,,,,,,,bundesliga,2022-2023
125,Dion Drena Beljo,hr CRO,FW,Augsburg,20,2002,18,1128.0,63.0,36.9,12.5,16,69.0,2,2,16.0,1,1.06,19.0,27.0,-8.0,-0.64,-0.03,bundesliga,2022-2023
126,Dominick Drexler,de GER,MF,Schalke 04,32,1990,27,1366.0,51.0,44.6,15.2,16,68.0,3,11,25.0,0,0.89,18.0,33.0,-15.0,-0.99,0.13,bundesliga,2022-2023
127,Marvin Ducksch,de GER,FW,Werder Bremen,28,1994,34,2852.0,84.0,93.2,31.7,34,84.0,19,0,,0,1.06,41.0,57.0,-16.0,-0.5,-1.8,bundesliga,2022-2023
128,Ondrej Duda,sk SVK,MF,Köln,27,1994,13,689.0,53.0,22.5,7.7,9,62.0,0,4,33.0,2,1.08,11.0,15.0,-4.0,-0.52,-0.48,bundesliga,2022-2023
129,Julien Duranville,be BEL,FW,Dortmund,16,2006,1,29.0,29.0,0.9,0.3,0,,0,1,29.0,1,1.0,2.0,0.0,2.0,6.21,5.11,bundesliga,2022-2023
130,Maximilian Eggestein,de GER,MF,Freiburg,25,1996,31,2451.0,79.0,80.1,27.2,27,87.0,17,4,25.0,1,1.71,36.0,34.0,2.0,0.07,-0.67,bundesliga,2022-2023
131,Lilian Egloff,de GER,"MF,FW",Stuttgart,19,2002,10,241.0,24.0,7.9,2.7,2,63.0,0,8,15.0,16,0.9,6.0,6.0,0.0,0.0,0.38,bundesliga,2022-2023
132,Kingsley Ehizibue,nl NED,DF,Köln,27,1995,1,61.0,61.0,2.0,0.7,1,61.0,0,0,,1,1.0,1.0,2.0,-1.0,-1.48,-1.36,bundesliga,2022-2023
133,Julian Eitschberger,de GER,"DF,MF",Hertha BSC,18,2004,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,0.79,bundesliga,2022-2023
134,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,24,1998,20,890.0,45.0,29.1,9.9,9,69.0,1,11,24.0,0,0.9,9.0,12.0,-3.0,-0.3,0.69,bundesliga,2022-2023
135,Nico Elvedi,ch SUI,DF,Gladbach,25,1996,32,2826.0,88.0,92.4,31.4,32,88.0,30,0,,0,1.22,48.0,52.0,-4.0,-0.13,-0.51,bundesliga,2022-2023
136,Wataru Endo,jp JPN,MF,Stuttgart,29,1993,33,2922.0,89.0,95.5,32.5,33,89.0,30,0,,0,1.0,43.0,54.0,-11.0,-0.34,0.31,bundesliga,2022-2023
137,Arne Engels,be BEL,MF,Augsburg,18,2003,18,1440.0,80.0,47.1,16.0,18,80.0,11,0,,0,1.06,18.0,32.0,-14.0,-0.87,-0.49,bundesliga,2022-2023
